Model,TDP,TDP (Base),Cores (P),Cores (E),Cores (LP-E),Cores,Codename,Released,Clock rate
Intel Xeon E7-8870,130.0,,,,,,,,
Intel Xeon E7-8870 v2,130.0,,,,,,,,
Intel Xeon E7-8870 v4,140.0,,,,,,,,
Intel Xeon E7-8880 v2,130.0,,,,,,,2018-03-01,
Intel Xeon E7-8880 v3,150.0,,,,,,,2016-07-01,
Intel Xeon E7-8880 v4,150.0,,,,,,,,
Intel Xeon E7-8880L v2,105.0,,,,,,,,
Intel Xeon E7-8890 v2,155.0,,,,,,,,
Intel Xeon E7-8890 v3,165.0,,,,,,,2018-01-01,
Intel Xeon E7-8890 v4,165.0,,,,,,,2022-04-01,
Intel Xeon E7-8891 v2,155.0,,,,,,,,
Intel Xeon E7-8891 v4,165.0,,,,,,,,
Intel Xeon E7-8893 v2,155.0,,,,,,,,
Intel Xeon E7-8893 v4,140.0,,,,,,,,
Intel Xeon E7-8894 v4,165.0,,,,,,,,
Intel Xeon E7-8895 v2,155.0,,,,,,,2019-07-01,
Intel Xeon E7210,80.0,,,,,,,,
Intel Xeon E7220,80.0,,,,,,,,
Intel Xeon E7310,80.0,,,,,,,,
Intel Xeon E7320,80.0,,,,,,,2016-03-01,
Intel Xeon E7330,80.0,,,,,,,2014-11-01,
Intel Xeon E7340,80.0,,,,,,,2015-08-01,
Intel Xeon E7420,90.0,,,,,,,,
Intel Xeon E7430,90.0,,,,,,,,
Intel Xeon E7440,90.0,,,,,,,,
Intel Xeon E7450,90.0,,,,,,,2014-11-01,
Intel Xeon E7458,90.0,,,,,,,,
Intel Xeon E7520,105.0,,,,,,,,
Intel Xeon E7530,105.0,,,,,,,2016-04-01,
Intel Xeon E7540,105.0,,,,,,,2015-04-01,
Intel Xeon EC3539,65.0,,,,,,,,
Intel Xeon EC5509,85.0,,,,,,,,
Intel Xeon EC5539,65.0,,,,,,,,
Intel Xeon EC5549,85.0,,,,,,,,
Intel Xeon Gold 5115,85.0,,,,,,,2018-02-01,
Intel Xeon Gold 5117,105.0,,,,,,,2017-10-01,
Intel Xeon Gold 5117F,113.0,,,,,,,,
Intel Xeon Gold 5118,105.0,,,,,,,2017-12-01,
Intel Xeon Gold 5119T,85.0,,,,,,,,
Intel Xeon Gold 5120,105.0,,,,,,,2017-12-01,
Intel Xeon Gold 5120T,105.0,,,,,,,2018-04-01,
Intel Xeon Gold 5122,105.0,,,,,,,2017-11-01,
Intel Xeon Gold 5213W,100.0,,,,,,,,
Intel Xeon Gold 5215,85.0,,,,,,,2019-12-01,
Intel Xeon Gold 5215L,85.0,,,,,,,,
Intel Xeon Gold 5215M,85.0,,,,,,,,
Intel Xeon Gold 5215R,100.0,,,,,,,,
Intel Xeon Gold 5216W,160.0,,,,,,,,
Intel Xeon Gold 5217,115.0,,,,,,,2019-10-01,
Intel Xeon Gold 5218,125.0,,,,,,,2019-09-01,
Intel Xeon Gold 5218B,125.0,,,,,,,,
Intel Xeon Gold 5218N,110.0,,,,,,,2022-11-01,
Intel Xeon Gold 5218R,125.0,,,,,,,2021-04-01,
Intel Xeon Gold 5218T,105.0,,,,,,,2019-04-01,
Intel Xeon Gold 5219Y,125.0,,,,,,,,
Intel Xeon Gold 5220,125.0,,,,,,,2019-08-01,
Intel Xeon Gold 5220R,150.0,,,,,,,2021-03-01,
Intel Xeon Gold 5220S,125.0,,,,,,,,
Intel Xeon Gold 5220T,105.0,,,,,,,,
Intel Xeon Gold 5222,105.0,,,,,,,2019-06-01,
Intel Xeon Gold 5315Y,140.0,,,,,,,2021-08-01,
Intel Xeon Gold 5317,150.0,,,,,,,2021-05-01,
Intel Xeon Gold 5318H,150.0,,,,,,,,
Intel Xeon Gold 5318N,150.0,,,,,,,,
Intel Xeon Gold 5318S,165.0,,,,,,,,
Intel Xeon Gold 5318Y,165.0,,,,,,,2022-01-01,
Intel Xeon Gold 5320,185.0,,,,,,,2021-11-01,
Intel Xeon Gold 5320H,150.0,,,,,,,,
Intel Xeon Gold 5320T,150.0,,,,,,,,
Intel Xeon Gold 5411N,165.0,,,,,,,2023-01-10,
Intel Xeon Gold 5412U,185.0,,,,,,,2023-01-10,
Intel Xeon Gold 5415+,150.0,,,,,,,2023-01-10,
Intel Xeon Gold 5416S,150.0,,,,,,,2023-01-10,
Intel Xeon Gold 5418N,165.0,,,,,,,2023-01-10,
Intel Xeon Gold 5418Y,185.0,,,,,,,2023-01-10,
Intel Xeon Gold 5420+,205.0,,,,,,,2023-01-10,
Intel Xeon Gold 5423N,145.0,,,,,,,2023-01-10,
Intel Xeon Gold 5433N,160.0,,,,,,,2023-01-10,
Intel Xeon Gold 5512U,185.0,,,,,,,2023-12-14,
Intel Xeon Gold 5515+,165.0,,,,,,,2023-12-14,
Intel Xeon Gold 5520+,205.0,,,,,,,2023-12-14,
Intel Xeon Gold 6122,120.0,,,,,,,2022-10-01,
Intel Xeon Gold 6126,125.0,,,,,,,2018-03-01,
Intel Xeon Gold 6126F,135.0,,,,,,,,
Intel Xeon Gold 6126T,125.0,,,,,,,,
Intel Xeon Gold 6127M,145.0,,,,,,,,
Intel Xeon Gold 6128,115.0,,,,,,,2017-10-01,
Intel Xeon Gold 6130,125.0,,,,,,,2017-11-01,
Intel Xeon Gold 6130F,135.0,,,,,,,,
Intel Xeon Gold 6130H,125.0,,,,,,,2021-02-01,
Intel Xeon Gold 6130T,125.0,,,,,,,2020-10-01,
Intel Xeon Gold 6131,205.0,,,,,,,,
Intel Xeon Gold 6132,140.0,,,,,,,2018-04-01,
Intel Xeon Gold 6133,150.0,,,,,,,2021-04-01,
Intel Xeon Gold 6134,130.0,,,,,,,2017-04-01,
Intel Xeon Gold 6134M,130.0,,,,,,,,
Intel Xeon Gold 6135,155.0,,,,,,,,
Intel Xeon Gold 6135M,155.0,,,,,,,,
Intel Xeon Gold 6136,150.0,,,,,,,2017-08-01,
Intel Xeon Gold 6137,205.0,,,,,,,2019-01-01,
Intel Xeon Gold 6137M,205.0,,,,,,,,
Intel Xeon Gold 6138,125.0,,,,,,,2017-11-01,
Intel Xeon Gold 6138F,135.0,,,,,,,,
Intel Xeon Gold 6138P,195.0,,,,,,,,
Intel Xeon Gold 6138T,125.0,,,,,,,2020-04-01,
Intel Xeon Gold 6139,135.0,,,,,,,,
Intel Xeon Gold 6139M,135.0,,,,,,,,
Intel Xeon Gold 6140,140.0,,,,,,,2017-11-01,
Intel Xeon Gold 6140M,140.0,,,,,,,,
Intel Xeon Gold 6142,150.0,,,,,,,2018-05-01,
Intel Xeon Gold 6142F,160.0,,,,,,,,
Intel Xeon Gold 6142M,150.0,,,,,,,,
Intel Xeon Gold 6143,205.0,,,,,,,2019-07-01,
Intel Xeon Gold 6144,150.0,,,,,,,2017-10-01,
Intel Xeon Gold 6145,145.0,,,,,,,,
Intel Xeon Gold 6146,165.0,,,,,,,2018-03-01,
Intel Xeon Gold 6147M,150.0,,,,,,,,
Intel Xeon Gold 6148,150.0,,,,,,,2018-01-01,
Intel Xeon Gold 6148F,150.0,,,,,,,,
Intel Xeon Gold 6149,205.0,,,,,,,,
Intel Xeon Gold 6150,165.0,,,,,,,2017-07-01,
Intel Xeon Gold 6151,205.0,,,,,,,,
Intel Xeon Gold 6152,140.0,,,,,,,2018-01-01,
Intel Xeon Gold 6154,200.0,,,,,,,2017-11-01,
Intel Xeon Gold 6155,200.0,,,,,,,,
Intel Xeon Gold 6159,145.0,,,,,,,,
Intel Xeon Gold 6161,165.0,,,,,,,,
Intel Xeon Gold 6162,150.0,,,,,,,,
Intel Xeon Gold 6164,150.0,,,,,,,,
Intel Xeon Gold 6208U,150.0,,,,,,,2020-05-01,
Intel Xeon Gold 6209U,125.0,,,,,,,,
Intel Xeon Gold 6210U,150.0,,,,,,,2019-09-01,
Intel Xeon Gold 6212U,165.0,,,,,,,2019-11-01,
Intel Xeon Gold 6222,115.0,,,,,,,,
Intel Xeon Gold 6222V,115.0,,,,,,,,
Intel Xeon Gold 6226,125.0,,,,,,,2020-03-01,
Intel Xeon Gold 6226R,150.0,,,,,,,2020-05-01,
Intel Xeon Gold 6230,125.0,,,,,,,2019-06-01,
Intel Xeon Gold 6230N,125.0,,,,,,,,
Intel Xeon Gold 6230R,150.0,,,,,,,2021-02-01,
Intel Xeon Gold 6230T,125.0,,,,,,,,
Intel Xeon Gold 6231,185.0,,,,,,,,
Intel Xeon Gold 6231C,185.0,,,,,,,,
Intel Xeon Gold 6233,165.0,,,,,,,,
Intel Xeon Gold 6234,130.0,,,,,,,2019-08-01,
Intel Xeon Gold 6238,140.0,,,,,,,2019-12-01,
Intel Xeon Gold 6238L,140.0,,,,,,,,
Intel Xeon Gold 6238M,140.0,,,,,,,,
Intel Xeon Gold 6238R,165.0,,,,,,,2021-02-01,
Intel Xeon Gold 6238T,125.0,,,,,,,,
Intel Xeon Gold 6240,150.0,,,,,,,2019-11-01,
Intel Xeon Gold 6240C,150.0,,,,,,,,
Intel Xeon Gold 6240L,150.0,,,,,,,,
Intel Xeon Gold 6240M,150.0,,,,,,,,
Intel Xeon Gold 6240R,165.0,,,,,,,2020-05-01,
Intel Xeon Gold 6240Y,150.0,,,,,,,,
Intel Xeon Gold 6241W,205.0,,,,,,,,
Intel Xeon Gold 6242,150.0,,,,,,,2019-08-01,
Intel Xeon Gold 6242R,205.0,,,,,,,2020-10-01,
Intel Xeon Gold 6244,150.0,,,,,,,2019-07-01,
Intel Xeon Gold 6245W,180.0,,,,,,,,
Intel Xeon Gold 6246,165.0,,,,,,,2019-08-01,
Intel Xeon Gold 6246R,205.0,,,,,,,2020-10-01,
Intel Xeon Gold 6248,150.0,,,,,,,2019-08-01,
Intel Xeon Gold 6248R,205.0,,,,,,,2020-05-01,
Intel Xeon Gold 6250,185.0,,,,,,,2021-10-01,
Intel Xeon Gold 6250L,185.0,,,,,,,,
Intel Xeon Gold 6252,150.0,,,,,,,2019-08-01,
Intel Xeon Gold 6252N,150.0,,,,,,,,
Intel Xeon Gold 6253CL,205.0,,,,,,,2021-09-01,
Intel Xeon Gold 6253W,200.0,,,,,,,,
Intel Xeon Gold 6254,200.0,,,,,,,2019-06-01,
Intel Xeon Gold 6256,205.0,,,,,,,2020-03-01,
Intel Xeon Gold 6258R,205.0,,,,,,,2020-10-01,
Intel Xeon Gold 6261,205.0,,,,,,,,
Intel Xeon Gold 6262,135.0,,,,,,,,
Intel Xeon Gold 6262V,135.0,,,,,,,2022-11-01,
Intel Xeon Gold 6263CY,205.0,,,,,,,,
Intel Xeon Gold 6266C,205.0,,,,,,,,
Intel Xeon Gold 6267,165.0,,,,,,,,
Intel Xeon Gold 6267C,165.0,,,,,,,,
Intel Xeon Gold 6268CL,205.0,,,,,,,,
Intel Xeon Gold 6269Y,240.0,,,,,,,,
Intel Xeon Gold 6271C,165.0,,,,,,,,
Intel Xeon Gold 6273C,165.0,,,,,,,,
Intel Xeon Gold 6278C,185.0,,,,,,,2021-06-01,
Intel Xeon Gold 6290,240.0,,,,,,,,
Intel Xeon Gold 6312U,185.0,,,,,,,2021-11-01,
Intel Xeon Gold 6314U,205.0,,,,,,,2022-07-01,
Intel Xeon Gold 6326,185.0,,,,,,,2021-12-01,
Intel Xeon Gold 6328H,165.0,,,,,,,,
Intel Xeon Gold 6328HL,165.0,,,,,,,,
Intel Xeon Gold 6330,205.0,,,,,,,2021-09-01,
Intel Xeon Gold 6330H,150.0,,,,,,,,
Intel Xeon Gold 6330N,165.0,,,,,,,,
Intel Xeon Gold 6334,165.0,,,,,,,2021-08-01,
Intel Xeon Gold 6336Y,185.0,,,,,,,2021-08-01,
Intel Xeon Gold 6338,205.0,,,,,,,2021-11-01,
Intel Xeon Gold 6338N,185.0,,,,,,,2021-12-01,
Intel Xeon Gold 6338T,165.0,,,,,,,,
Intel Xeon Gold 6342,230.0,,,,,,,2021-08-01,
Intel Xeon Gold 6346,205.0,,,,,,,2021-12-01,
Intel Xeon Gold 6348,235.0,,,,,,,2021-08-01,
Intel Xeon Gold 6348H,165.0,,,,,,,,
Intel Xeon Gold 6354,205.0,,,,,,,2021-11-01,
Intel Xeon Gold 6414U,250.0,,,,,,,2023-01-10,
Intel Xeon Gold 6416H,165.0,,,,,,,2023-01-10,
Intel Xeon Gold 6418H,185.0,,,,,,,2023-01-10,
Intel Xeon Gold 6421N,185.0,,,,,,,2023-01-10,
Intel Xeon Gold 6426Y,185.0,,,,,,,2023-01-10,
Intel Xeon Gold 6428N,185.0,,,,,,,2023-01-10,
Intel Xeon Gold 6430,270.0,,,,,,,2023-01-10,
Intel Xeon Gold 6434,195.0,,,,,,,2023-01-10,
Intel Xeon Gold 6434H,195.0,,,,,,,2023-01-10,
Intel Xeon Gold 6438M,205.0,,,,,,,2023-01-10,
Intel Xeon Gold 6438N,205.0,,,,,,,2023-01-10,
Intel Xeon Gold 6438Y+,205.0,,,,,,,2023-01-10,
Intel Xeon Gold 6442Y,225.0,,,,,,,2023-01-10,
Intel Xeon Gold 6444Y,270.0,,,,,,,2023-01-10,
Intel Xeon Gold 6448H,250.0,,,,,,,2023-01-10,
Intel Xeon Gold 6448Y,225.0,,,,,,,2023-01-10,
Intel Xeon Gold 6454S,270.0,,,,,,,2023-01-10,
Intel Xeon Gold 6458Q,350.0,,,,,,,2023-01-10,
Intel Xeon Gold 6526Y,195.0,,,,,,,2023-12-14,
Intel Xeon Gold 6530,270.0,,,,,,,2023-12-14,
Intel Xeon Gold 6534,195.0,,,,,,,2023-12-14,
Intel Xeon Gold 6538N,205.0,,,,,,,2023-12-14,
Intel Xeon Gold 6542Y,250.0,,,,,,,2023-12-14,
Intel Xeon Gold 6544Y,270.0,,,,,,,2023-12-14,
Intel Xeon Gold 6548N,270.0,,,,,,,2023-12-14,
Intel Xeon Gold 6548Y+,250.0,,,,,,,2023-12-14,
Intel Xeon Gold 6554S,270.0,,,,,,,2023-12-14,
Intel Xeon L3014,30.0,,,,,,,,
Intel Xeon L3110,45.0,,,,,,,2009-01-01,
Intel Xeon L3360,65.0,,,,,,,2012-05-01,
Intel Xeon L3403,30.0,,,,,,,,
Intel Xeon L3406,30.0,,,,,,,2010-01-01,
Intel Xeon L3426,45.0,,,,,,,2010-03-01,
Intel Xeon L5215,20.0,,,,,,,,
Intel Xeon L5238,35.0,,,,,,,,
Intel Xeon L5240,40.0,,,,,,,2009-06-01,
Intel Xeon L5248,55.0,,,,,,,,
Intel Xeon L5310,50.0,,,,,,,2016-05-01,
Intel Xeon L5318,40.0,,,,,,,,
Intel Xeon L5320,50.0,,,,,,,2011-10-01,
Intel Xeon L5335,50.0,,,,,,,2007-01-01,
Intel Xeon L5408,40.0,,,,,,,2014-05-01,
Intel Xeon L5410,50.0,,,,,,,2009-03-01,
Intel Xeon L5420,50.0,,,,,,,2009-02-01,
Intel Xeon L5430,50.0,,,,,,,2014-02-01,
Intel Xeon L5506,60.0,,,,,,,2011-02-01,
Intel Xeon L5508,38.0,,,,,,,,
Intel Xeon L5518,60.0,,,,,,,,
Intel Xeon L5520,60.0,,,,,,,2010-03-01,
Intel Xeon L5530,60.0,,,,,,,2011-10-01,
Intel Xeon L5609,40.0,,,,,,,2010-01-01,
Intel Xeon L5618,40.0,,,,,,,,
Intel Xeon L5630,40.0,,,,,,,2010-01-01,
Intel Xeon L5638,60.0,,,,,,,2011-04-01,
Intel Xeon L5639,60.0,,,,,,,2013-07-01,
Intel Xeon L5640,60.0,,,,,,,2010-09-01,
Intel Xeon L5645,60.0,,,,,,,,
Intel Xeon L7345,50.0,,,,,,,,
Intel Xeon L7445,50.0,,,,,,,,
Intel Xeon L7455,65.0,,,,,,,2014-11-01,
Intel Xeon L7545,95.0,,,,,,,,
Intel Xeon L7555,95.0,,,,,,,,
Intel Xeon LC3518,23.0,,,,,,,,
Intel Xeon LC3528,35.0,,,,,,,,
Intel Xeon LC5518,48.0,,,,,,,,
Intel Xeon LC5528,60.0,,,,,,,,
Intel Xeon LV 1.6,30.0,,,,,,,,
Intel Xeon LV 2.0,35.0,,,,,,,,
Intel Xeon LV 2.4,40.0,,,,,,,,
Intel Xeon LV 2.8,55.0,,,,,,,,
Intel Xeon LV 3.0,55.0,,,,,,,,
Intel Xeon LV 5113,40.0,,,,,,,,
Intel Xeon LV 5128,40.0,,,,,,,,
Intel Xeon LV 5133,40.0,,,,,,,,
Intel Xeon LV 5138,35.0,,,,,,,,
Intel Xeon LV 5148,40.0,,,,,,,,
Intel Xeon MP 1.4,64.0,,,,,,,,
Intel Xeon MP 1.5,68.0,,,,,,,,
Intel Xeon MP 1.6,72.0,,,,,,,,
Intel Xeon MP 1.9,55.0,,,,,,,,
Intel Xeon MP 2.0,57.0,,,,,,,,
Intel Xeon MP 2.2,65.0,,,,,,,,
Intel Xeon MP 2.5,66.0,,,,,,,,
Intel Xeon MP 2.7,80.0,,,,,,,,
Intel Xeon MP 2.8,72.0,,,,,,,,
Intel Xeon MP 2.83,129.0,,,,,,,,
Intel Xeon MP 3.0,129.0,,,,,,,,
Intel Xeon MP 3.16,110.0,,,,,,,,
Intel Xeon MP 3.33,129.0,,,,,,,,
Intel Xeon MP 3.66,110.0,,,,,,,,
Intel Xeon MV 3.2,90.0,,,,,,,,
Intel Xeon MV 5063,95.0,,,,,,,,
Intel Xeon Max 9460,350.0,,,,,,,2023-01-10,
Intel Xeon Max 9462,350.0,,,,,,,2023-01-10,
Intel Xeon Max 9468,350.0,,,,,,,2023-01-10,
Intel Xeon Max 9470,350.0,,,,,,,2023-01-10,
Intel Xeon Max 9480,350.0,,,,,,,2023-01-10,
Intel Xeon Platinum 8124M,240.0,,,,,,,,
Intel Xeon Platinum 8151,240.0,,,,,,,,
Intel Xeon Platinum 8153,125.0,,,,,,,2018-10-01,
Intel Xeon Platinum 8156,105.0,,,,,,,,
Intel Xeon Platinum 8157M,145.0,,,,,,,,
Intel Xeon Platinum 8158,150.0,,,,,,,,
Intel Xeon Platinum 8160,150.0,,,,,,,2017-09-01,
Intel Xeon Platinum 8160F,160.0,,,,,,,,
Intel Xeon Platinum 8160H,150.0,,,,,,,,
Intel Xeon Platinum 8160M,150.0,,,,,,,2018-08-01,
Intel Xeon Platinum 8160T,150.0,,,,,,,,
Intel Xeon Platinum 8163,165.0,,,,,,,,
Intel Xeon Platinum 8164,150.0,,,,,,,,
Intel Xeon Platinum 8165,165.0,,,,,,,,
Intel Xeon Platinum 8167M,165.0,,,,,,,,
Intel Xeon Platinum 8168,205.0,,,,,,,2017-10-01,
Intel Xeon Platinum 8170,165.0,,,,,,,,
Intel Xeon Platinum 8170M,165.0,,,,,,,,
Intel Xeon Platinum 8171M,185.0,,,,,,,,
Intel Xeon Platinum 8172M,205.0,,,,,,,,
Intel Xeon Platinum 8173M,165.0,,,,,,,2018-02-01,
Intel Xeon Platinum 8174,240.0,,,,,,,,
Intel Xeon Platinum 8175M,240.0,,,,,,,,
Intel Xeon Platinum 8176,165.0,,,,,,,2019-06-01,
Intel Xeon Platinum 8176F,173.0,,,,,,,,
Intel Xeon Platinum 8176M,165.0,,,,,,,,
Intel Xeon Platinum 8179M,240.0,,,,,,,,
Intel Xeon Platinum 8180,205.0,,,,,,,2018-03-01,
Intel Xeon Platinum 8180M,205.0,,,,,,,2019-05-01,
Intel Xeon Platinum 8222L,200.0,,,,,,,,
Intel Xeon Platinum 8249C,150.0,,,,,,,,
Intel Xeon Platinum 8251,240.0,,,,,,,,
Intel Xeon Platinum 8253,125.0,,,,,,,2020-06-01,
Intel Xeon Platinum 8255C,165.0,,,,,,,,
Intel Xeon Platinum 8256,105.0,,,,,,,2022-04-01,
Intel Xeon Platinum 8259CL,210.0,,,,,,,2020-02-01,
Intel Xeon Platinum 8259L,210.0,,,,,,,,
Intel Xeon Platinum 8260,165.0,,,,,,,2019-09-01,
Intel Xeon Platinum 8260L,165.0,,,,,,,,
Intel Xeon Platinum 8260M,165.0,,,,,,,2020-10-01,
Intel Xeon Platinum 8260Y,165.0,,,,,,,,
Intel Xeon Platinum 8263C,165.0,,,,,,,,
Intel Xeon Platinum 8267W,205.0,,,,,,,,
Intel Xeon Platinum 8268,205.0,,,,,,,2019-06-01,
Intel Xeon Platinum 8269CY,205.0,,,,,,,,
Intel Xeon Platinum 8270,205.0,,,,,,,,
Intel Xeon Platinum 8270CL,205.0,,,,,,,2022-06-01,
Intel Xeon Platinum 8272CL,195.0,,,,,,,,
Intel Xeon Platinum 8272L,195.0,,,,,,,,
Intel Xeon Platinum 8273CL,165.0,,,,,,,2021-01-01,
Intel Xeon Platinum 8274,240.0,,,,,,,,
Intel Xeon Platinum 8275CL,240.0,,,,,,,,
Intel Xeon Platinum 8276,165.0,,,,,,,,
Intel Xeon Platinum 8276L,165.0,,,,,,,,
Intel Xeon Platinum 8276M,165.0,,,,,,,,
Intel Xeon Platinum 8279W,205.0,,,,,,,,
Intel Xeon Platinum 8280,205.0,,,,,,,2020-01-01,
Intel Xeon Platinum 8280L,205.0,,,,,,,,
Intel Xeon Platinum 8280M,205.0,,,,,,,,
Intel Xeon Platinum 8284,240.0,,,,,,,,
Intel Xeon Platinum 8347C,210.0,,,,,,,2022-03-01,
Intel Xeon Platinum 8351N,225.0,,,,,,,,
Intel Xeon Platinum 8352M,185.0,,,,,,,,
Intel Xeon Platinum 8352S,205.0,,,,,,,,
Intel Xeon Platinum 8352V,195.0,,,,,,,,
Intel Xeon Platinum 8352Y,205.0,,,,,,,2021-07-01,
Intel Xeon Platinum 8353H,150.0,,,,,,,,
Intel Xeon Platinum 8354H,205.0,,,,,,,,
Intel Xeon Platinum 8356H,190.0,,,,,,,,
Intel Xeon Platinum 8357C,240.0,,,,,,,,
Intel Xeon Platinum 8358,250.0,,,,,,,2021-08-01,
Intel Xeon Platinum 8358P,240.0,,,,,,,,
Intel Xeon Platinum 8360H,225.0,,,,,,,,
Intel Xeon Platinum 8360HL,225.0,,,,,,,,
Intel Xeon Platinum 8360Y,250.0,,,,,,,,
Intel Xeon Platinum 8362,265.0,,,,,,,,
Intel Xeon Platinum 8368,270.0,,,,,,,2021-04-01,
Intel Xeon Platinum 8368Q,270.0,,,,,,,,
Intel Xeon Platinum 8372C,300.0,,,,,,,,
Intel Xeon Platinum 8373C,300.0,,,,,,,,
Intel Xeon Platinum 8375C,300.0,,,,,,,2021-08-01,
Intel Xeon Platinum 8376H,205.0,,,,,,,,
Intel Xeon Platinum 8376HL,205.0,,,,,,,,
Intel Xeon Platinum 8380,270.0,,,,,,,2021-08-01,
Intel Xeon Platinum 8380H,250.0,,,,,,,,
Intel Xeon Platinum 8380HL,250.0,,,,,,,,
Intel Xeon Platinum 8444H,270.0,,,,,,,2023-01-10,
Intel Xeon Platinum 8450H,250.0,,,,,,,2023-01-10,
Intel Xeon Platinum 8452Y,300.0,,,,,,,2023-01-10,
Intel Xeon Platinum 8454H,270.0,,,,,,,2023-01-10,
Intel Xeon Platinum 8458P,350.0,,,,,,,2023-01-10,
Intel Xeon Platinum 8460H,330.0,,,,,,,2023-01-10,
Intel Xeon Platinum 8460Y+,300.0,,,,,,,2023-01-10,
Intel Xeon Platinum 8461V,300.0,,,,,,,2023-01-10,
Intel Xeon Platinum 8462Y+,300.0,,,,,,,2023-01-10,
Intel Xeon Platinum 8468,350.0,,,,,,,2023-01-10,
Intel Xeon Platinum 8468H,330.0,,,,,,,2023-01-10,
Intel Xeon Platinum 8468V,330.0,,,,,,,2023-01-10,
Intel Xeon Platinum 8470,350.0,,,,,,,2023-01-10,
Intel Xeon Platinum 8470N,300.0,,,,,,,2023-01-10,
Intel Xeon Platinum 8470Q,350.0,,,,,,,2023-01-10,
Intel Xeon Platinum 8471N,300.0,,,,,,,2023-01-10,
Intel Xeon Platinum 8480+,350.0,,,,,,,2023-01-10,
Intel Xeon Platinum 8481C,350.0,,,,,,,2023-01-10,
Intel Xeon Platinum 8490H,350.0,,,,,,,2023-01-10,
Intel Xeon Platinum 8558,330.0,,,,,,,2023-12-14,
Intel Xeon Platinum 8558P,350.0,,,,,,,2023-12-14,
Intel Xeon Platinum 8558U,300.0,,,,,,,2023-12-14,
Intel Xeon Platinum 8562Y+,300.0,,,,,,,2023-12-14,
Intel Xeon Platinum 8568Y+,350.0,,,,,,,2023-12-14,
Intel Xeon Platinum 8570,350.0,,,,,,,2023-12-14,
Intel Xeon Platinum 8571N,300.0,,,,,,,2023-12-14,
Intel Xeon Platinum 8580,350.0,,,,,,,2023-12-14,
Intel Xeon Platinum 8581V,270.0,,,,,,,2023-12-14,
Intel Xeon Platinum 8592+,350.0,,,,,,,2023-12-14,
Intel Xeon Platinum 8592V,330.0,,,,,,,2023-12-14,
Intel Xeon Platinum 8593Q,385.0,,,,,,,2023-12-14,
Intel Xeon Platinum 9221,250.0,,,,,,,,
Intel Xeon Platinum 9222,250.0,,,,,,,,
Intel Xeon Platinum 9242,350.0,,,,,,,,
Intel Xeon Platinum 9282,400.0,,,,,,,,
Intel Xeon Platinum P-8124,240.0,,,,,,,2021-11-01,
Intel Xeon Platinum P-8136,165.0,,,,,,,,
Intel Xeon Silver 3508U,125.0,,,,,,,2023-12-14,
Intel Xeon Silver 4106H,85.0,,,,,,,,
Intel Xeon Silver 4108,85.0,,,,,,,2018-01-01,
Intel Xeon Silver 4109T,70.0,,,,,,,2018-04-01,
Intel Xeon Silver 4110,85.0,,,,,,,2017-10-01,
Intel Xeon Silver 4112,85.0,,,,,,,2018-02-01,
Intel Xeon Silver 4114,85.0,,,,,,,2017-10-01,
Intel Xeon Silver 4114T,85.0,,,,,,,,
Intel Xeon Silver 4116,85.0,,,,,,,2018-01-01,
Intel Xeon Silver 4116T,85.0,,,,,,,2021-02-01,
Intel Xeon Silver 4123,105.0,,,,,,,2018-02-01,
Intel Xeon Silver 4208,85.0,,,,,,,2019-07-01,
Intel Xeon Silver 4209T,70.0,,,,,,,,
Intel Xeon Silver 4210,85.0,,,,,,,2019-08-01,
Intel Xeon Silver 4210R,100.0,,,,,,,2020-06-01,
Intel Xeon Silver 4210T,95.0,,,,,,,,
Intel Xeon Silver 4211W,100.0,,,,,,,,
Intel Xeon Silver 4213W,115.0,,,,,,,,
Intel Xeon Silver 4214,85.0,,,,,,,2019-09-01,
Intel Xeon Silver 4214R,100.0,,,,,,,2020-05-01,
Intel Xeon Silver 4214Y,85.0,,,,,,,2020-06-01,
Intel Xeon Silver 4215,85.0,,,,,,,2019-06-01,
Intel Xeon Silver 4215R,130.0,,,,,,,2020-10-01,
Intel Xeon Silver 4216,100.0,,,,,,,2019-08-01,
Intel Xeon Silver 4216R,125.0,,,,,,,,
Intel Xeon Silver 4309Y,105.0,,,,,,,2021-07-01,
Intel Xeon Silver 4310,120.0,,,,,,,2021-05-01,
Intel Xeon Silver 4310T,105.0,,,,,,,2021-09-01,
Intel Xeon Silver 4314,135.0,,,,,,,2021-08-01,
Intel Xeon Silver 4316,150.0,,,,,,,2021-08-01,
Intel Xeon Silver 4410T,150.0,,,,,,,2023-01-10,
Intel Xeon Silver 4410Y,150.0,,,,,,,2023-01-10,
Intel Xeon Silver 4416+,165.0,,,,,,,2023-01-10,
Intel Xeon Silver 4509Y,125.0,,,,,,,2023-12-14,
Intel Xeon Silver 4510,150.0,,,,,,,2023-12-14,
Intel Xeon Silver 4510T,115.0,,,,,,,2023-12-14,
Intel Xeon Silver 4514Y,150.0,,,,,,,2023-12-14,
Intel Xeon Silver 4516Y+,185.0,,,,,,,2023-12-14,
Intel Xeon W-10855M,45.0,,,,,,,2020-08-01,
Intel Xeon W-10885M,45.0,,,,,,,2020-06-01,
Intel Xeon W-11555MLE,25.0,,,,,,,2022-11-01,
Intel Xeon W-11855M,45.0,,,,,,,2021-06-01,
Intel Xeon W-11865MLE,25.0,,,,,,,2022-06-01,
Intel Xeon W-11865MRE,45.0,,,,,,,2022-06-01,
